10000	29	29	0
10000	28	28	0
20000	29	29	0
10000	27	27	0
20000	28	28	0
30000	29	29	0
10000	26	26	0
20000	27	27	0
30000	28	28	0
10000	25	25	0
40000	29	29	0
20000	26	26	0
30000	27	27	0
10000	24	24	0
40000	28	28	0
20000	25	25	0
50000	29	29	0
30000	26	26	0
40000	27	27	0
20000	24	24	0
50000	28	28	0
30000	25	25	0
60000	29	29	0
40000	26	26	0
50000	27	27	0
30000	24	24	0
60000	28	28	0
70000	29	29	0
40000	25	25	0
50000	26	26	0
60000	27	27	0
70000	28	28	0
40000	24	24	0
80000	29	29	0
50000	25	25	0
60000	26	26	0
70000	27	27	0
80000	28	28	0
50000	24	24	0
90000	29	29	0
60000	25	25	0
70000	26	26	0
80000	27	27	0
90000	28	28	0
60000	24	24	0
100000	29	29	0
70000	25	25	0
80000	26	26	0
90000	27	27	0
100000	28	28	0
70000	24	24	0
110000	29	29	0
80000	25	25	0
90000	26	26	0
100000	27	27	0
110000	28	28	0
80000	24	24	0
120000	29	29	0
90000	25	25	0
110000	27	27	0
100000	26	26	0
120000	28	28	0
90000	24	24	0
130000	29	29	0
100000	25	25	0
110000	26	26	0
120000	27	27	0
130000	28	28	0
100000	24	24	0
140000	29	29	0
110000	25	25	0
130000	27	27	0
120000	26	26	0
140000	28	28	0
110000	24	24	0
150000	29	29	0
120000	25	25	0
140000	27	27	0
130000	26	26	0
120000	24	24	0
150000	28	28	0
160000	29	29	0
130000	25	25	0
150000	27	27	0
140000	26	26	0
130000	24	24	0
160000	28	28	0
170000	29	29	0
140000	25	25	0
160000	27	27	0
150000	26	26	0
140000	24	24	0
170000	28	28	0
180000	29	29	0
150000	25	25	0
170000	27	27	0
160000	26	26	0
150000	24	24	0
180000	28	28	0
190000	29	29	0
160000	25	25	0
180000	27	27	0
170000	26	26	0
160000	24	24	0
200000	29	29	0
190000	28	28	0
170000	25	25	0
190000	27	27	0
180000	26	26	0
210000	29	29	0
170000	24	24	0
200000	28	28	0
180000	25	25	0
200000	27	27	0
190000	26	26	0
220000	29	29	0
180000	24	24	0
210000	28	28	0
190000	25	25	0
210000	27	27	0
200000	26	26	0
230000	29	29	0
190000	24	24	0
220000	28	28	0
200000	25	25	0
220000	27	27	0
210000	26	26	0
240000	29	29	0
200000	24	24	0
230000	28	28	0
210000	25	25	0
230000	27	27	0
220000	26	26	0
250000	29	29	0
240000	28	28	0
210000	24	24	0
220000	25	25	0
240000	27	27	0
230000	26	26	0
260000	29	29	0
220000	24	24	0
250000	28	28	0
230000	25	25	0
250000	27	27	0
240000	26	26	0
270000	29	29	0
230000	24	24	0
260000	28	28	0
240000	25	25	0
260000	27	27	0
250000	26	26	0
280000	29	29	0
240000	24	24	0
270000	28	28	0
250000	25	25	0
270000	27	27	0
260000	26	26	0
290000	29	29	0
250000	24	24	0
280000	28	28	0
260000	25	25	0
280000	27	27	0
270000	26	26	0
300000	29	29	0
260000	24	24	0
290000	28	28	0
270000	25	25	0
290000	27	27	0
280000	26	26	0
310000	29	29	0
270000	24	24	0
300000	28	28	0
280000	25	25	0
300000	27	27	0
290000	26	26	0
320000	29	29	0
280000	24	24	0
310000	28	28	0
290000	25	25	0
310000	27	27	0
300000	26	26	0
330000	29	29	0
320000	28	28	0
290000	24	24	0
300000	25	25	0
320000	27	27	0
310000	26	26	0
340000	29	29	0
300000	24	24	0
330000	28	28	0
310000	25	25	0
330000	27	27	0
320000	26	26	0
350000	29	29	0
340000	28	28	0
310000	24	24	0
320000	25	25	0
340000	27	27	0
330000	26	26	0
360000	29	29	0
320000	24	24	0
350000	28	28	0
330000	25	25	0
350000	27	27	0
340000	26	26	0
370000	29	29	0
330000	24	24	0
360000	28	28	0
340000	25	25	0
360000	27	27	0
350000	26	26	0
380000	29	29	0
340000	24	24	0
370000	28	28	0
350000	25	25	0
370000	27	27	0
360000	26	26	0
390000	29	29	0
350000	24	24	0
380000	28	28	0
360000	25	25	0
380000	27	27	0
370000	26	26	0
